ad_object_guid,sam_account_name,user_principal_name,distinguished_name,display_name,given_name,surname,email,department,job_title,manager_dn,account_enabled,user_account_control,password_last_set,last_logon,account_created,ou
7ed70ed7-b194-990b-6961-929e546e035a,tmueller,thomas.mueller@corp.nexusai.com,"CN=Thomas Mueller,OU=Executives,DC=corp,DC=nexusai,DC=com",Thomas Mueller,Thomas,Mueller,thomas.mueller@corp.nexusai.com,Executive,VP Engineering,,True,512,2024-08-02 19:51:11,2026-06-20 00:00:00,2022-07-26,OU=Executives
c5c5b37a-f85e-06a1-1dad-09b252c21221,llee,lindsey.lee@corp.nexusai.com,"CN=Lindsey Lee,OU=Finance,DC=corp,DC=nexusai,DC=com",Lindsey Lee,Lindsey,Lee,lindsey.lee@corp.nexusai.com,Finance,Treasury Analyst,,False,514,2026-04-06 04:32:55,,2025-05-06,OU=Finance
9f64eeed-5c9d-927d-84b8-71bb300568d2,cjordan,collin.jordan@corp.nexusai.com,"CN=Collin Jordan,OU=Engineering,DC=corp,DC=nexusai,DC=com",Collin Jordan,Collin,Jordan,collin.jordan@corp.nexusai.com,Engineering,Data Engineer,,True,512,2024-11-21 01:18:25,2026-06-18 00:00:00,2024-10-24,OU=Engineering
b5b453ca-3d42-993c-cc9f-d3349bdf0377,jnunez,jessica.nunez@corp.nexusai.com,"CN=Jessica Nunez,OU=Executives,DC=corp,DC=nexusai,DC=com",Jessica Nunez,Jessica,Nunez,jessica.nunez@corp.nexusai.com,Executive,CFO,,True,512,2023-08-24 08:22:12,2026-06-09 00:00:00,2023-01-11,OU=Executives
3985fb62-17dc-8eff-6872-13f98d605936,tgarcia,tracey.garcia@corp.nexusai.com,"CN=Tracey Garcia,OU=Security,DC=corp,DC=nexusai,DC=com",Tracey Garcia,Tracey,Garcia,tracey.garcia@corp.nexusai.com,Security,Senior Security Analyst,,False,514,2023-10-06 09:34:15,,2022-11-13,OU=Security
eec259dc-7f95-897c-276a-a6ced50755d9,rmorgan,richard.morgan@corp.nexusai.com,"CN=Richard Morgan,OU=Executives,DC=corp,DC=nexusai,DC=com",Richard Morgan,Richard,Morgan,richard.morgan@corp.nexusai.com,Executive,VP Sales,,False,514,2025-06-24 03:49:19,,2025-05-06,OU=Executives
30cbd755-6232-b17a-2507-41818d1fb540,mwright,michelle.wright@corp.nexusai.com,"CN=Michelle Wright,OU=Staff,DC=corp,DC=nexusai,DC=com",Michelle Wright,Michelle,Wright,michelle.wright@corp.nexusai.com,Operations,Operations Analyst,,True,512,2024-04-09 19:52:41,2026-06-17 00:00:00,2021-04-08,OU=Staff
dabac50d-ca3d-d859-c5ce-099c46b82659,jwest,james.west@corp.nexusai.com,"CN=James West,OU=Staff,DC=corp,DC=nexusai,DC=com",James West,James,West,james.west@corp.nexusai.com,Sales,Account Executive,,True,512,2024-08-15 23:10:12,2026-06-15 00:00:00,2023-05-18,OU=Staff
a8f1e091-ffb8-102d-9475-dbc996418ced,rramirez,robert.ramirez@corp.nexusai.com,"CN=Robert Ramirez,OU=Executives,DC=corp,DC=nexusai,DC=com",Robert Ramirez,Robert,Ramirez,robert.ramirez@corp.nexusai.com,Executive,CTO,,True,512,2025-07-24 05:35:21,2026-06-14 00:00:00,2024-07-24,OU=Executives
de9e3757-5260-001e-eecf-67d2749176f4,jleblanc,john.leblanc@corp.nexusai.com,"CN=John Leblanc,OU=Staff,DC=corp,DC=nexusai,DC=com",John Leblanc,John,Leblanc,john.leblanc@corp.nexusai.com,Sales,Regional Sales Director,,True,512,2024-07-22 06:51:19,2025-08-30 00:00:00,2023-02-19,OU=Staff
517400f8-0b2c-782a-6928-8e92c68a152f,scallahan,scott.callahan@corp.nexusai.com,"CN=Scott Callahan,OU=Staff,DC=corp,DC=nexusai,DC=com",Scott Callahan,Scott,Callahan,scott.callahan@corp.nexusai.com,Sales,Regional Sales Director,,True,512,2022-10-23 10:51:01,2026-06-16 00:00:00,2022-02-26,OU=Staff
a6eab79e-d21c-82f8-cada-4f80a9e782d4,awilliams,andrea.williams@corp.nexusai.com,"CN=Andrea Williams,OU=HR,DC=corp,DC=nexusai,DC=com",Andrea Williams,Andrea,Williams,andrea.williams@corp.nexusai.com,HR,Compensation Analyst,,True,512,2024-03-30 10:47:15,2026-06-08 00:00:00,2021-06-27,OU=HR
03edd1f8-74f9-3d17-e912-b4bf86a4bae4,thouse,tanya.house@corp.nexusai.com,"CN=Tanya House,OU=Executives,DC=corp,DC=nexusai,DC=com",Tanya House,Tanya,House,tanya.house@corp.nexusai.com,Executive,SVP Finance,,True,512,2026-04-07 15:41:43,2026-06-11 00:00:00,2022-06-16,OU=Executives
43d88870-f81d-baa1-c812-0a8e78308930,mmartin,melinda.martin@corp.nexusai.com,"CN=Melinda Martin,OU=Staff,DC=corp,DC=nexusai,DC=com",Melinda Martin,Melinda,Martin,melinda.martin@corp.nexusai.com,Marketing,Marketing Analyst,,False,514,2024-08-11 02:30:33,,2020-11-03,OU=Staff
a075e927-5110-b492-f442-7e0b61484bb3,tlewis,todd.lewis@corp.nexusai.com,"CN=Todd Lewis,OU=Finance,DC=corp,DC=nexusai,DC=com",Todd Lewis,Todd,Lewis,todd.lewis@corp.nexusai.com,Finance,Controller,,True,512,2025-09-07 22:23:27,2026-06-09 00:00:00,2021-02-18,OU=Finance
af34cf65-a193-c4b2-3c19-e71d118405ad,rbrown,richard.brown@corp.nexusai.com,"CN=Richard Brown,OU=Staff,DC=corp,DC=nexusai,DC=com",Richard Brown,Richard,Brown,richard.brown@corp.nexusai.com,Marketing,Marketing Manager,,True,512,2024-11-03 21:36:16,2026-06-19 00:00:00,2024-02-16,OU=Staff
2a96e1e2-7194-eae2-19ba-d7aedf615a5c,ngalloway,nicholas.galloway@corp.nexusai.com,"CN=Nicholas Galloway,OU=Executives,DC=corp,DC=nexusai,DC=com",Nicholas Galloway,Nicholas,Galloway,nicholas.galloway@corp.nexusai.com,Executive,VP Engineering,,True,512,2021-09-16 15:14:07,2026-06-15 00:00:00,2021-05-22,OU=Executives
0e5dd462-cbd0-0ef2-530a-37df0bc61066,jbowers,joseph.bowers@corp.nexusai.com,"CN=Joseph Bowers,OU=Finance,DC=corp,DC=nexusai,DC=com",Joseph Bowers,Joseph,Bowers,joseph.bowers@corp.nexusai.com,Finance,Treasury Analyst,,False,514,2023-11-14 13:12:20,,2023-02-04,OU=Finance
2e183554-cae2-8e66-ae8a-781390e0a95b,shenderson,spencer.henderson@corp.nexusai.com,"CN=Spencer Henderson,OU=Staff,DC=corp,DC=nexusai,DC=com",Spencer Henderson,Spencer,Henderson,spencer.henderson@corp.nexusai.com,Legal,Legal Counsel,,True,512,2024-06-10 21:00:38,2026-06-12 00:00:00,2021-05-07,OU=Staff
a34db7c5-760d-ebbb-3b70-b3a124a35cf2,scowan,susan.cowan@corp.nexusai.com,"CN=Susan Cowan,OU=Staff,DC=corp,DC=nexusai,DC=com",Susan Cowan,Susan,Cowan,susan.cowan@corp.nexusai.com,Legal,Contract Specialist,,True,512,2020-12-15 21:22:05,2026-06-07 00:00:00,2020-11-23,OU=Staff
8beddb12-ad77-e82f-49a2-3a89e6b5a92c,ahiggins,angela.higgins@corp.nexusai.com,"CN=Angela Higgins,OU=Staff,DC=corp,DC=nexusai,DC=com",Angela Higgins,Angela,Higgins,angela.higgins@corp.nexusai.com,Operations,Operations Analyst,,True,512,2024-06-18 00:04:11,2026-06-13 00:00:00,2024-01-18,OU=Staff
4d57d880-d865-d69a-74f3-310340066ff2,ephillips,eric.phillips@corp.nexusai.com,"CN=Eric Phillips,OU=Finance,DC=corp,DC=nexusai,DC=com",Eric Phillips,Eric,Phillips,eric.phillips@corp.nexusai.com,Finance,Finance Manager,,True,512,2025-05-04 10:42:19,2026-06-15 00:00:00,2022-10-08,OU=Finance
059dd55d-4b94-3e30-b303-f438fe2110d0,triley,tanya.riley@corp.nexusai.com,"CN=Tanya Riley,OU=Staff,DC=corp,DC=nexusai,DC=com",Tanya Riley,Tanya,Riley,tanya.riley@corp.nexusai.com,Sales,Account Executive,,True,512,2025-10-31 23:20:25,2026-06-07 00:00:00,2024-08-06,OU=Staff
f93e08d5-bea2-9dfe-c73f-6e1baf908e3c,aadkins,amy.adkins@corp.nexusai.com,"CN=Amy Adkins,OU=Engineering,DC=corp,DC=nexusai,DC=com",Amy Adkins,Amy,Adkins,amy.adkins@corp.nexusai.com,Engineering,Engineering Manager,,False,514,2025-06-16 23:06:12,,2022-11-22,OU=Engineering
3810ae66-5a31-b4cc-cd4b-69a99b689c88,bsilva,brian.silva@corp.nexusai.com,"CN=Brian Silva,OU=IT,DC=corp,DC=nexusai,DC=com",Brian Silva,Brian,Silva,brian.silva@corp.nexusai.com,IT-Operations,Network Engineer,,True,512,2025-08-10 22:36:35,2026-06-20 00:00:00,2023-11-18,OU=IT
c9e26074-4f16-39a0-0a17-991ea5769411,wfarrell,wesley.farrell@corp.nexusai.com,"CN=Wesley Farrell,OU=Staff,DC=corp,DC=nexusai,DC=com",Wesley Farrell,Wesley,Farrell,wesley.farrell@corp.nexusai.com,Operations,Supply Chain Analyst,,False,514,2021-11-25 10:48:47,,2021-07-05,OU=Staff
c958e75e-21d5-3971-3367-49b52cf6bf75,clopez,christopher.lopez@corp.nexusai.com,"CN=Christopher Lopez,OU=HR,DC=corp,DC=nexusai,DC=com",Christopher Lopez,Christopher,Lopez,christopher.lopez@corp.nexusai.com,HR,HR Business Partner,,True,512,2023-03-22 20:35:03,2026-06-07 00:00:00,2022-04-05,OU=HR
e9ff1cae-41c8-ca8c-2a1f-955ad499da99,bleonard,brooke.leonard@corp.nexusai.com,"CN=Brooke Leonard,OU=Executives,DC=corp,DC=nexusai,DC=com",Brooke Leonard,Brooke,Leonard,brooke.leonard@corp.nexusai.com,Executive,CISO,,True,512,2025-06-10 18:01:32,2026-06-16 00:00:00,2025-03-23,OU=Executives
c1101266-2408-a6dc-1346-d1a9f6802cdb,jwilson,joe.wilson@corp.nexusai.com,"CN=Joe Wilson,OU=Staff,DC=corp,DC=nexusai,DC=com",Joe Wilson,Joe,Wilson,joe.wilson@corp.nexusai.com,Legal,Contract Specialist,,True,512,2021-08-15 15:36:11,2026-01-15 00:00:00,2021-01-02,OU=Staff
6502d6a2-ca6a-2224-171e-16cc5da36f1b,psanchez,pamela.sanchez@corp.nexusai.com,"CN=Pamela Sanchez,OU=Engineering,DC=corp,DC=nexusai,DC=com",Pamela Sanchez,Pamela,Sanchez,pamela.sanchez@corp.nexusai.com,Engineering,Data Engineer,,True,512,2025-04-14 09:24:34,2026-06-11 00:00:00,2025-03-18,OU=Engineering
bfbf397b-ac3e-7b0d-5e5b-a13d746cdb77,bharvey,brooke.harvey@corp.nexusai.com,"CN=Brooke Harvey,OU=Executives,DC=corp,DC=nexusai,DC=com",Brooke Harvey,Brooke,Harvey,brooke.harvey@corp.nexusai.com,Executive,VP Engineering,,True,512,2022-12-08 23:10:51,2026-06-19 00:00:00,2021-04-15,OU=Executives
f1738856-e25d-36eb-9e9a-9f83066803ee,rsilva,robert.silva@corp.nexusai.com,"CN=Robert Silva,OU=IT,DC=corp,DC=nexusai,DC=com",Robert Silva,Robert,Silva,robert.silva@corp.nexusai.com,IT-Operations,Cloud Engineer,,True,512,2021-05-05 17:13:03,2026-06-07 00:00:00,2020-07-29,OU=IT
1dde7969-6886-13db-a634-8e784d5c55c7,adonovan,alexandra.donovan@corp.nexusai.com,"CN=Alexandra Donovan,OU=IT,DC=corp,DC=nexusai,DC=com",Alexandra Donovan,Alexandra,Donovan,alexandra.donovan@corp.nexusai.com,IT-Operations,IT Manager,,False,514,2022-08-04 16:18:16,,2022-05-02,OU=IT
899ca782-e323-6d1a-3c1b-dacc18e19331,jmoran,james.moran@corp.nexusai.com,"CN=James Moran,OU=Security,DC=corp,DC=nexusai,DC=com",James Moran,James,Moran,james.moran@corp.nexusai.com,Security,Threat Intelligence Analyst,,True,512,2024-11-26 03:13:37,2026-06-15 00:00:00,2024-10-18,OU=Security
965befdf-6b4b-e411-8a4a-0e2df22b5b98,jfoster,john.foster@corp.nexusai.com,"CN=John Foster,OU=Staff,DC=corp,DC=nexusai,DC=com",John Foster,John,Foster,john.foster@corp.nexusai.com,Operations,Process Engineer,,True,512,2021-06-04 20:48:07,2026-06-19 00:00:00,2020-08-21,OU=Staff
f065c817-687a-4850-9d9b-62317d45d8ef,eevans,emily.evans@corp.nexusai.com,"CN=Emily Evans,OU=IT,DC=corp,DC=nexusai,DC=com",Emily Evans,Emily,Evans,emily.evans@corp.nexusai.com,IT-Operations,Network Engineer,,True,512,2023-11-26 03:43:44,2026-06-16 00:00:00,2023-07-19,OU=IT
5e09a9ee-af88-bdec-fb1e-143b196f4dfa,lwalton,leslie.walton@corp.nexusai.com,"CN=Leslie Walton,OU=Security,DC=corp,DC=nexusai,DC=com",Leslie Walton,Leslie,Walton,leslie.walton@corp.nexusai.com,Security,Senior Security Analyst,,True,512,2025-05-30 09:27:46,2026-06-13 00:00:00,2025-03-01,OU=Security
f2f25eef-1f45-dbfd-f7dc-67e030974b2b,cellis,charles.ellis@corp.nexusai.com,"CN=Charles Ellis,OU=Staff,DC=corp,DC=nexusai,DC=com",Charles Ellis,Charles,Ellis,charles.ellis@corp.nexusai.com,Marketing,Marketing Manager,,True,512,2023-09-19 15:16:07,2026-06-10 00:00:00,2023-05-22,OU=Staff
fd235def-3e5a-87e3-5560-db22c96b5edb,yferrell,yolanda.ferrell@corp.nexusai.com,"CN=Yolanda Ferrell,OU=HR,DC=corp,DC=nexusai,DC=com",Yolanda Ferrell,Yolanda,Ferrell,yolanda.ferrell@corp.nexusai.com,HR,HR Business Partner,,True,512,2025-05-28 23:06:30,2026-06-16 00:00:00,2022-12-12,OU=HR
8de08fc2-c3e1-5a85-d46e-f10411906f50,clewis,charles.lewis@corp.nexusai.com,"CN=Charles Lewis,OU=Staff,DC=corp,DC=nexusai,DC=com",Charles Lewis,Charles,Lewis,charles.lewis@corp.nexusai.com,Sales,Sales Development Rep,,True,512,2025-02-20 15:41:24,2026-06-18 00:00:00,2023-07-29,OU=Staff
fbe94499-dbc0-80fd-46fb-7bf300b9d4a3,jmahoney,joseph.mahoney@corp.nexusai.com,"CN=Joseph Mahoney,OU=Security,DC=corp,DC=nexusai,DC=com",Joseph Mahoney,Joseph,Mahoney,joseph.mahoney@corp.nexusai.com,Security,Senior Security Analyst,,True,512,2024-08-17 16:10:58,2026-06-16 00:00:00,2021-07-05,OU=Security
8a4b8f7c-2147-2a15-fcce-96f6250a4578,nsuarez,nicole.suarez@corp.nexusai.com,"CN=Nicole Suarez,OU=Security,DC=corp,DC=nexusai,DC=com",Nicole Suarez,Nicole,Suarez,nicole.suarez@corp.nexusai.com,Security,Incident Responder,,True,512,2025-09-10 17:15:14,2026-06-19 00:00:00,2023-01-25,OU=Security
c9d6a63b-ca3c-6f5f-5bb5-c40c03cde2e3,mmoore,mike.moore@corp.nexusai.com,"CN=Mike Moore,OU=Staff,DC=corp,DC=nexusai,DC=com",Mike Moore,Mike,Moore,mike.moore@corp.nexusai.com,Legal,Paralegal,,True,512,2025-05-24 08:29:48,2026-06-09 00:00:00,2020-09-02,OU=Staff
72c22a16-79eb-4168-1045-56e5bee3eb79,mwarner,martha.warner@corp.nexusai.com,"CN=Martha Warner,OU=Staff,DC=corp,DC=nexusai,DC=com",Martha Warner,Martha,Warner,martha.warner@corp.nexusai.com,Marketing,Demand Generation Manager,,True,512,2025-06-23 21:24:11,2026-06-12 00:00:00,2021-06-13,OU=Staff
ba2c98ce-0b19-f88e-9d77-a45ef206c269,carcher,cheryl.archer@corp.nexusai.com,"CN=Cheryl Archer,OU=Staff,DC=corp,DC=nexusai,DC=com",Cheryl Archer,Cheryl,Archer,cheryl.archer@corp.nexusai.com,Operations,Supply Chain Analyst,,True,512,2026-05-15 08:49:10,2026-01-17 00:00:00,2025-02-08,OU=Staff
b65feea9-7d82-4264-1ba3-62e7afa415e5,dsmith,destiny.smith@corp.nexusai.com,"CN=Destiny Smith,OU=Finance,DC=corp,DC=nexusai,DC=com",Destiny Smith,Destiny,Smith,destiny.smith@corp.nexusai.com,Finance,Accountant,,True,512,2025-01-11 21:56:20,2026-06-14 00:00:00,2024-06-16,OU=Finance
9fd34579-4667-72ce-204e-178c10d08d11,levans,lisa.evans@corp.nexusai.com,"CN=Lisa Evans,OU=Security,DC=corp,DC=nexusai,DC=com",Lisa Evans,Lisa,Evans,lisa.evans@corp.nexusai.com,Security,IAM Engineer,,True,512,2022-06-05 09:47:23,2026-06-07 00:00:00,2020-11-16,OU=Security
816bcb9f-7426-b193-4b7e-6b3c87d292a6,emcmillan,elizabeth.mcmillan@corp.nexusai.com,"CN=Elizabeth Mcmillan,OU=Executives,DC=corp,DC=nexusai,DC=com",Elizabeth Mcmillan,Elizabeth,Mcmillan,elizabeth.mcmillan@corp.nexusai.com,Executive,COO,,True,512,2025-08-31 07:36:44,2026-06-20 00:00:00,2024-12-29,OU=Executives
8d244e3e-c4da-bddb-e0b1-5abaa6a27967,dwilson,dennis.wilson@corp.nexusai.com,"CN=Dennis Wilson,OU=Staff,DC=corp,DC=nexusai,DC=com",Dennis Wilson,Dennis,Wilson,dennis.wilson@corp.nexusai.com,Sales,Sales Manager,,True,512,2026-01-31 14:43:17,2026-06-15 00:00:00,2022-11-09,OU=Staff
66132e69-7418-8109-d3d1-bf0f56c438e4,dtran,daniel.tran@corp.nexusai.com,"CN=Daniel Tran,OU=Staff,DC=corp,DC=nexusai,DC=com",Daniel Tran,Daniel,Tran,daniel.tran@corp.nexusai.com,Sales,Account Executive,,True,512,2021-06-02 23:19:48,2026-06-17 00:00:00,2020-09-05,OU=Staff
afd380c4-2713-582c-f41e-a3ac5fd23109,jjacobs,joseph.jacobs@corp.nexusai.com,"CN=Joseph Jacobs,OU=IT,DC=corp,DC=nexusai,DC=com",Joseph Jacobs,Joseph,Jacobs,joseph.jacobs@corp.nexusai.com,IT-Operations,Network Engineer,,True,512,2024-08-17 16:07:48,2026-06-12 00:00:00,2023-03-31,OU=IT
6e8f75a1-17dd-ed81-15da-705cd4ef00aa,jharris,jennifer.harris@corp.nexusai.com,"CN=Jennifer Harris,OU=Executives,DC=corp,DC=nexusai,DC=com",Jennifer Harris,Jennifer,Harris,jennifer.harris@corp.nexusai.com,Executive,SVP Finance,,True,512,2021-10-24 02:41:28,2026-06-18 00:00:00,2020-09-28,OU=Executives
692ac139-1f4a-8ca1-ab85-fd595463adc7,cbaker,cynthia.baker@corp.nexusai.com,"CN=Cynthia Baker,OU=HR,DC=corp,DC=nexusai,DC=com",Cynthia Baker,Cynthia,Baker,cynthia.baker@corp.nexusai.com,HR,Talent Acquisition Specialist,,True,512,2025-07-04 06:01:08,2026-06-17 00:00:00,2025-03-21,OU=HR
49a214ae-f7e8-f8e5-0d2b-91efb8976ec5,twhitehead,tracy.whitehead@corp.nexusai.com,"CN=Tracy Whitehead,OU=Staff,DC=corp,DC=nexusai,DC=com",Tracy Whitehead,Tracy,Whitehead,tracy.whitehead@corp.nexusai.com,Operations,Supply Chain Analyst,,False,514,2025-04-22 13:57:11,,2024-08-12,OU=Staff
d8e7012f-3968-1c81-7b70-c3b8a81fdec3,mdavis,meghan.davis@corp.nexusai.com,"CN=Meghan Davis,OU=Staff,DC=corp,DC=nexusai,DC=com",Meghan Davis,Meghan,Davis,meghan.davis@corp.nexusai.com,Operations,Operations Analyst,,True,512,2024-12-21 12:48:15,2026-06-08 00:00:00,2023-02-03,OU=Staff
c4767556-f97b-e2dd-8f9b-72aed85c16bd,rhill,rodney.hill@corp.nexusai.com,"CN=Rodney Hill,OU=Security,DC=corp,DC=nexusai,DC=com",Rodney Hill,Rodney,Hill,rodney.hill@corp.nexusai.com,Security,IAM Engineer,,True,512,2023-01-25 16:22:45,2026-06-17 00:00:00,2021-08-26,OU=Security
ebe9e207-4f19-9ec0-c32d-4526b3e4110a,dgreen,dana.green@corp.nexusai.com,"CN=Dana Green,OU=Finance,DC=corp,DC=nexusai,DC=com",Dana Green,Dana,Green,dana.green@corp.nexusai.com,Finance,Treasury Analyst,,True,512,2025-09-21 15:19:54,2026-06-09 00:00:00,2024-11-14,OU=Finance
a847bce7-90fa-6b57-24ac-2130deaf528d,jarnold,joyce.arnold@corp.nexusai.com,"CN=Joyce Arnold,OU=Finance,DC=corp,DC=nexusai,DC=com",Joyce Arnold,Joyce,Arnold,joyce.arnold@corp.nexusai.com,Finance,Accountant,,True,512,2025-09-10 16:09:07,2026-06-07 00:00:00,2023-01-12,OU=Finance
27d415b6-0d77-c5a0-e222-b6a615bfbe97,cware,charles.ware@corp.nexusai.com,"CN=Charles Ware,OU=Security,DC=corp,DC=nexusai,DC=com",Charles Ware,Charles,Ware,charles.ware@corp.nexusai.com,Security,Threat Intelligence Analyst,,True,512,2024-01-30 10:51:00,2026-06-11 00:00:00,2021-10-12,OU=Security
9b69554d-7c54-535f-6c8c-3b6aa974d079,rgardner,rebecca.gardner@corp.nexusai.com,"CN=Rebecca Gardner,OU=IT,DC=corp,DC=nexusai,DC=com",Rebecca Gardner,Rebecca,Gardner,rebecca.gardner@corp.nexusai.com,IT-Operations,Infrastructure Engineer,,True,512,2024-11-07 21:50:30,2026-06-11 00:00:00,2024-02-13,OU=IT
86e52753-7c93-f6cc-97d7-a560adb14670,maguilar,mary.aguilar@corp.nexusai.com,"CN=Mary Aguilar,OU=Staff,DC=corp,DC=nexusai,DC=com",Mary Aguilar,Mary,Aguilar,mary.aguilar@corp.nexusai.com,Legal,Paralegal,,True,512,2026-01-31 04:15:30,2026-06-07 00:00:00,2023-11-27,OU=Staff
1eb74b56-53ff-d3a2-4a19-35014169b9fc,knolan,kyle.nolan@corp.nexusai.com,"CN=Kyle Nolan,OU=Staff,DC=corp,DC=nexusai,DC=com",Kyle Nolan,Kyle,Nolan,kyle.nolan@corp.nexusai.com,Marketing,Demand Generation Manager,,True,512,2025-10-10 10:00:48,2026-06-20 00:00:00,2024-10-30,OU=Staff
5aaab32f-ce63-22b6-ab05-347fd556b37d,lvalencia,laura.valencia@corp.nexusai.com,"CN=Laura Valencia,OU=Finance,DC=corp,DC=nexusai,DC=com",Laura Valencia,Laura,Valencia,laura.valencia@corp.nexusai.com,Finance,Controller,,True,512,2022-01-09 11:37:48,2026-06-14 00:00:00,2020-10-16,OU=Finance
67884209-92ca-525a-6de5-93329364f3d0,rclark,rachel.clark@corp.nexusai.com,"CN=Rachel Clark,OU=Staff,DC=corp,DC=nexusai,DC=com",Rachel Clark,Rachel,Clark,rachel.clark@corp.nexusai.com,Sales,Enterprise Account Executive,,True,512,2026-05-05 22:05:57,2026-06-17 00:00:00,2024-10-08,OU=Staff
b08a4895-d4ff-a666-75c8-e90d9e3d750d,jgarcia,john.garcia@corp.nexusai.com,"CN=John Garcia,OU=Security,DC=corp,DC=nexusai,DC=com",John Garcia,John,Garcia,john.garcia@corp.nexusai.com,Security,Incident Responder,,True,512,2024-04-08 21:17:34,2026-06-17 00:00:00,2021-11-19,OU=Security
a21b0307-82af-085c-138d-994c2b0abedd,roliver,richard.oliver@corp.nexusai.com,"CN=Richard Oliver,OU=IT,DC=corp,DC=nexusai,DC=com",Richard Oliver,Richard,Oliver,richard.oliver@corp.nexusai.com,IT-Operations,IT Manager,,True,512,2025-08-14 05:12:54,2026-06-15 00:00:00,2024-11-10,OU=IT
a53bc024-d1a6-9d87-f54e-2019ba35844e,espears,eric.spears@corp.nexusai.com,"CN=Eric Spears,OU=Staff,DC=corp,DC=nexusai,DC=com",Eric Spears,Eric,Spears,eric.spears@corp.nexusai.com,Operations,Operations Analyst,,True,512,2024-11-26 22:56:11,2026-06-20 00:00:00,2022-10-01,OU=Staff
76c5a0dc-7e7e-7419-a0c1-4035c5d95f51,mcherry,michelle.cherry@corp.nexusai.com,"CN=Michelle Cherry,OU=Engineering,DC=corp,DC=nexusai,DC=com",Michelle Cherry,Michelle,Cherry,michelle.cherry@corp.nexusai.com,Engineering,Engineering Manager,,True,512,2024-10-21 23:46:29,2025-12-26 00:00:00,2021-05-06,OU=Engineering
a1a27485-7134-8c2a-780b-3657117b355b,adoyle,angel.doyle@corp.nexusai.com,"CN=Angel Doyle,OU=Engineering,DC=corp,DC=nexusai,DC=com",Angel Doyle,Angel,Doyle,angel.doyle@corp.nexusai.com,Engineering,Principal Engineer,,True,512,2021-10-29 15:07:54,2026-06-07 00:00:00,2020-11-17,OU=Engineering
09a0a0f6-73b0-a091-7634-c1694f76e388,mgalvan,martin.galvan@corp.nexusai.com,"CN=Martin Galvan,OU=Staff,DC=corp,DC=nexusai,DC=com",Martin Galvan,Martin,Galvan,martin.galvan@corp.nexusai.com,Sales,Sales Manager,,True,512,2024-11-22 01:44:22,2026-06-12 00:00:00,2023-07-08,OU=Staff
80599b93-79c2-d2e4-9ae1-a991524f93ff,ladams,lisa.adams@corp.nexusai.com,"CN=Lisa Adams,OU=IT,DC=corp,DC=nexusai,DC=com",Lisa Adams,Lisa,Adams,lisa.adams@corp.nexusai.com,IT-Operations,IT Support Specialist,,True,512,2025-11-19 13:56:05,2026-06-09 00:00:00,2022-02-22,OU=IT
0a0537f0-2c2c-d22b-a568-95c6812a1f9b,krodriguez,kristin.rodriguez@corp.nexusai.com,"CN=Kristin Rodriguez,OU=Engineering,DC=corp,DC=nexusai,DC=com",Kristin Rodriguez,Kristin,Rodriguez,kristin.rodriguez@corp.nexusai.com,Engineering,DevOps Engineer,,False,514,2022-11-09 13:32:07,,2022-03-22,OU=Engineering
c6435300-68a5-1c68-632d-bb5e486bb6bf,mgarrison,monica.garrison@corp.nexusai.com,"CN=Monica Garrison,OU=Engineering,DC=corp,DC=nexusai,DC=com",Monica Garrison,Monica,Garrison,monica.garrison@corp.nexusai.com,Engineering,DevOps Engineer,,True,512,2024-09-07 21:20:32,2026-06-11 00:00:00,2021-02-26,OU=Engineering
8ed6ad5e-1831-8aa3-5466-9d1910df9974,jvelasquez,jeffrey.velasquez@corp.nexusai.com,"CN=Jeffrey Velasquez,OU=HR,DC=corp,DC=nexusai,DC=com",Jeffrey Velasquez,Jeffrey,Velasquez,jeffrey.velasquez@corp.nexusai.com,HR,HR Business Partner,,True,512,2025-09-21 23:30:41,2026-06-16 00:00:00,2024-10-02,OU=HR
267eddce-df8f-4197-9a4a-99b2e806133c,storres,steven.torres@corp.nexusai.com,"CN=Steven Torres,OU=Staff,DC=corp,DC=nexusai,DC=com",Steven Torres,Steven,Torres,steven.torres@corp.nexusai.com,Sales,Regional Sales Director,,True,512,2025-11-22 14:23:19,2026-06-19 00:00:00,2025-05-25,OU=Staff
8f158449-4f40-c22f-15b0-2530f020e992,lperez,laura.perez@corp.nexusai.com,"CN=Laura Perez,OU=HR,DC=corp,DC=nexusai,DC=com",Laura Perez,Laura,Perez,laura.perez@corp.nexusai.com,HR,Talent Acquisition Specialist,,True,512,2025-07-17 06:03:54,2026-06-08 00:00:00,2025-04-16,OU=HR
ff4625af-bd20-563b-f275-b5f3d436a7a8,alee,andrew.lee@corp.nexusai.com,"CN=Andrew Lee,OU=Engineering,DC=corp,DC=nexusai,DC=com",Andrew Lee,Andrew,Lee,andrew.lee@corp.nexusai.com,Engineering,Senior Software Engineer,,True,512,2023-02-07 22:15:50,2026-06-07 00:00:00,2021-05-16,OU=Engineering
4f11d8dc-5cd3-3369-04aa-c1b75ca0c428,mlin,mark.lin@corp.nexusai.com,"CN=Mark Lin,OU=Executives,DC=corp,DC=nexusai,DC=com",Mark Lin,Mark,Lin,mark.lin@corp.nexusai.com,Executive,SVP Finance,,True,512,2025-07-22 11:48:35,2026-06-14 00:00:00,2024-04-11,OU=Executives
