arn,username,user_id,account_id,path,email_tag,created_date,password_last_used,access_key_last_used,account_type,has_console_access,has_programmatic_access,tags
arn:aws:iam::123456789012:user/judyl,judyl,AIDAFYKYYCKVJKJLD2TT4,123456789012,/it/,judy.lambert@corp.nexusai.com,2024-09-29,2026-06-08 00:00:00,2026-06-08 00:00:00,human,True,True,"{""Department"": ""IT-Operations"", ""Email"": ""judy.lambert@corp.nexusai.com"", ""CostCenter"": ""IT-Operations""}"
arn:aws:iam::123456789012:user/michaelj,michaelj,AIDAN6524FAPRNDLJDWCJ,123456789012,/,michael.jones@corp.nexusai.com,2023-05-19,2026-06-18 00:00:00,2026-06-18 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""michael.jones@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/e.rivera,e.rivera,AIDA2NNDGF6S3UQWI777L,123456789012,/,elizabeth.rivera@corp.nexusai.com,2022-03-24,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""elizabeth.rivera@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/lee-charles,lee-charles,AIDAOSMAHB5HN22CVWNAM,123456789012,/,lee.charles@corp.nexusai.com,2023-03-01,2025-10-15 00:00:00,2025-10-15 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""lee.charles@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/k.ortiz,k.ortiz,AIDAKYLHTUCR2F7PX4TNT,123456789012,/finance/,kyle.ortiz@corp.nexusai.com,2020-09-25,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""kyle.ortiz@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/richardp,richardp,AIDACFV5CGTBTNUMMSRU4,123456789012,/engineering/,,2023-05-02,2026-06-20 00:00:00,2026-06-20 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""richard.phillips@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/davidf,davidf,AIDARJSPKETV4DIB6DGYD,123456789012,/security/,david.fisher@corp.nexusai.com,2020-08-13,2025-06-29 00:00:00,2025-06-29 00:00:00,human,True,True,"{""Department"": ""Security"", ""Email"": ""david.fisher@corp.nexusai.com"", ""CostCenter"": ""Security""}"
arn:aws:iam::123456789012:user/shelby-byrd,shelby-byrd,AIDAG5T56OOJQXZLVU57B,123456789012,/finance/,,2024-05-19,2025-07-30 00:00:00,2025-07-30 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""shelby.byrd@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/r.gilbert,r.gilbert,AIDAET5Z2PPK6YEVN33VP,123456789012,/,,2020-11-14,2025-01-06 00:00:00,2025-01-06 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""raven.gilbert@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/aaron-mitchell,aaron-mitchell,AIDANL6IMYX2JSIIAEBJ7,123456789012,/,,2023-09-19,2026-06-07 00:00:00,2026-06-07 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""aaron.mitchell@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/russell-carpenter,russell-carpenter,AIDAH6FJR5FFP6ETDVA65,123456789012,/,russell.carpenter@corp.nexusai.com,2022-03-26,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""russell.carpenter@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/scott-lewis,scott-lewis,AIDAJ72YP4KNWDQHDK5Z6,123456789012,/,scott.lewis@corp.nexusai.com,2023-04-25,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""scott.lewis@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/christopher-robertson,christopher-robertson,AIDAYLHLQS5E5R3UQKERD,123456789012,/,christopher.robertson@corp.nexusai.com,2021-10-21,2026-06-08 00:00:00,2026-06-08 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""christopher.robertson@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/cynthia-rogers,cynthia-rogers,AIDAYYVDQQL4E7MZL7GJ3,123456789012,/,cynthia.rogers@corp.nexusai.com,2023-11-25,2026-06-14 00:00:00,2026-06-14 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""cynthia.rogers@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/lorettap,lorettap,AIDAYRJVZA763ZEOAY6HW,123456789012,/it/,loretta.potter@corp.nexusai.com,2025-04-05,2026-06-18 00:00:00,2026-06-18 00:00:00,human,True,True,"{""Department"": ""IT-Operations"", ""Email"": ""loretta.potter@corp.nexusai.com"", ""CostCenter"": ""IT-Operations""}"
arn:aws:iam::123456789012:user/emily-walker,emily-walker,AIDAYMTYGW7F4MICMBP7Y,123456789012,/engineering/,emily.walker@corp.nexusai.com,2021-04-06,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""emily.walker@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/melissa-jones,melissa-jones,AIDAKXK4PCIGYKB7FAALF,123456789012,/,melissa.jones@corp.nexusai.com,2023-04-16,2026-06-17 00:00:00,2026-06-17 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""melissa.jones@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/r.soto,r.soto,AIDAFTW2APMHGXO5NRDMH,123456789012,/,,2023-08-11,2025-04-14 00:00:00,2025-04-14 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""robert.soto@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/troy-sanchez,troy-sanchez,AIDACDRIH552KVOSKKOF2,123456789012,/,,2020-09-05,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""troy.sanchez@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/d.smith,d.smith,AIDA2CC6C3Z6G47PFA2NI,123456789012,/,,2023-05-08,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""diana.smith@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/k.carrillo,k.carrillo,AIDADXDHYX5CXXLENIVPH,123456789012,/,karen.carrillo@corp.nexusai.com,2021-12-11,2025-10-07 00:00:00,2025-10-07 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""karen.carrillo@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/danielc,danielc,AIDAH6S4XEM5FFZLSEGKR,123456789012,/,daniel.coleman@corp.nexusai.com,2023-10-21,2026-06-09 00:00:00,2026-06-09 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""daniel.coleman@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/s.solis,s.solis,AIDAKKSLLJKPHCUI4QXLN,123456789012,/it/,stephen.solis@corp.nexusai.com,2022-03-21,2026-06-08 00:00:00,2026-06-08 00:00:00,human,True,True,"{""Department"": ""IT-Operations"", ""Email"": ""stephen.solis@corp.nexusai.com"", ""CostCenter"": ""IT-Operations""}"
arn:aws:iam::123456789012:user/jennifer-wagner,jennifer-wagner,AIDAORMBF4FZM7UDXZJ3X,123456789012,/finance/,,2020-10-08,2025-06-22 00:00:00,2025-06-22 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""jennifer.wagner@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/m.kelley,m.kelley,AIDAK32IFJNT6VEYFA2R2,123456789012,/security/,,2024-01-04,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,True,"{""Department"": ""Security"", ""Email"": ""maria.kelley@corp.nexusai.com"", ""CostCenter"": ""Security""}"
arn:aws:iam::123456789012:user/p.manning,p.manning,AIDAHR7EX63Q6HXBQKDJU,123456789012,/,phyllis.manning@corp.nexusai.com,2021-11-09,2026-06-11 00:00:00,2026-06-11 00:00:00,human,True,False,"{""Department"": ""Marketing"", ""Email"": ""phyllis.manning@corp.nexusai.com"", ""CostCenter"": ""Marketing""}"
arn:aws:iam::123456789012:user/rickd,rickd,AIDA6XLA7GZ4FHJZZGKEX,123456789012,/finance/,rick.daniels@corp.nexusai.com,2020-06-25,2026-06-09 00:00:00,2026-06-09 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""rick.daniels@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/robertc,robertc,AIDA7BLYUJTGE75MS77QV,123456789012,/security/,,2024-08-01,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,True,"{""Department"": ""Security"", ""Email"": ""robert.clark@corp.nexusai.com"", ""CostCenter"": ""Security""}"
arn:aws:iam::123456789012:user/r.stein,r.stein,AIDATK73ITY7H766KDZQ7,123456789012,/,robert.stein@corp.nexusai.com,2024-03-05,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""robert.stein@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/michael-molina,michael-molina,AIDAMX5JPJT32UEN2RSKQ,123456789012,/security/,,2021-06-16,2026-06-18 00:00:00,2026-06-18 00:00:00,human,True,True,"{""Department"": ""Security"", ""Email"": ""michael.molina@corp.nexusai.com"", ""CostCenter"": ""Security""}"
arn:aws:iam::123456789012:user/roberta,roberta,AIDAMKRIBQRLC7BDFUTE2,123456789012,/,robert.adkins@corp.nexusai.com,2024-01-18,2025-06-23 00:00:00,2025-06-23 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""robert.adkins@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/j.robinson,j.robinson,AIDA7XHU36PRJX6XTBCDP,123456789012,/finance/,jeffrey.robinson@corp.nexusai.com,2021-06-05,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""jeffrey.robinson@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/ryanj,ryanj,AIDAPTNK4U2CRF762V3GK,123456789012,/security/,,2022-03-15,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,True,"{""Department"": ""Security"", ""Email"": ""ryan.johnson@corp.nexusai.com"", ""CostCenter"": ""Security""}"
arn:aws:iam::123456789012:user/richard-martin,richard-martin,AIDAMTUFHKPI2U46IQLUS,123456789012,/it/,richard.martin@corp.nexusai.com,2021-09-21,2026-06-17 00:00:00,2026-06-17 00:00:00,human,True,True,"{""Department"": ""IT-Operations"", ""Email"": ""richard.martin@corp.nexusai.com"", ""CostCenter"": ""IT-Operations""}"
arn:aws:iam::123456789012:user/t.anderson,t.anderson,AIDAMF2XLZYOBBOF5MQKD,123456789012,/,,2023-12-25,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""tanner.anderson@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/phillipe,phillipe,AIDAJBSQP4PX5FA6IUZNY,123456789012,/,,2023-11-05,2025-06-25 00:00:00,2025-06-25 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""phillip.elliott@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/andrewh,andrewh,AIDAF2TU54QVLNLFQG3BA,123456789012,/,andrew.hernandez@corp.nexusai.com,2021-03-16,2026-06-07 00:00:00,2026-06-07 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""andrew.hernandez@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/g.lawson,g.lawson,AIDAISY2X6KNSF6ILMK7G,123456789012,/,gary.lawson@corp.nexusai.com,2021-06-08,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,False,"{""Department"": ""Marketing"", ""Email"": ""gary.lawson@corp.nexusai.com"", ""CostCenter"": ""Marketing""}"
arn:aws:iam::123456789012:user/h.burton,h.burton,AIDAZTUWARJZ4N4WZMTFC,123456789012,/engineering/,hannah.burton@corp.nexusai.com,2020-08-28,2026-06-08 00:00:00,2026-06-08 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""hannah.burton@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/kimberlyr,kimberlyr,AIDAPGUMX5GJ32FFD3I6N,123456789012,/,,2021-01-07,2026-06-11 00:00:00,2026-06-11 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""kimberly.reed@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/m.short,m.short,AIDAWEC26T4VY6II544JU,123456789012,/it/,melissa.short@corp.nexusai.com,2023-11-10,2026-06-16 00:00:00,2026-06-16 00:00:00,human,True,True,"{""Department"": ""IT-Operations"", ""Email"": ""melissa.short@corp.nexusai.com"", ""CostCenter"": ""IT-Operations""}"
arn:aws:iam::123456789012:user/daniel-yu,daniel-yu,AIDAHFMDM6BHLBRNP4FUZ,123456789012,/finance/,daniel.yu@corp.nexusai.com,2025-06-18,2026-06-20 00:00:00,2026-06-20 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""daniel.yu@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/amandaw,amandaw,AIDAXKP34CA5SKAD6RQYW,123456789012,/,,2022-08-30,2026-06-18 00:00:00,2026-06-18 00:00:00,human,True,False,"{""Department"": ""Marketing"", ""Email"": ""amanda.webb@corp.nexusai.com"", ""CostCenter"": ""Marketing""}"
arn:aws:iam::123456789012:user/mariah-miller,mariah-miller,AIDAHWYWYLAH5XM4AOBRW,123456789012,/engineering/,mariah.miller@corp.nexusai.com,2021-10-10,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""mariah.miller@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/jason-salinas,jason-salinas,AIDAVFBO3EPMKVTEGB63B,123456789012,/it/,,2024-06-08,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,True,"{""Department"": ""IT-Operations"", ""Email"": ""jason.salinas@corp.nexusai.com"", ""CostCenter"": ""IT-Operations""}"
arn:aws:iam::123456789012:user/m.beard,m.beard,AIDAVQPG6PVDVPE4G4HFD,123456789012,/,,2024-04-26,2026-06-19 00:00:00,2026-06-19 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""matthew.beard@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/jacquelineh,jacquelineh,AIDASYZG2OA5Y53GVB5VM,123456789012,/finance/,jacqueline.hill@corp.nexusai.com,2024-11-28,2026-06-09 00:00:00,2026-06-09 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""jacqueline.hill@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/christopher-cortez,christopher-cortez,AIDAXAJDPD3WMMMEVM65V,123456789012,/,christopher.cortez@corp.nexusai.com,2023-10-22,2026-06-07 00:00:00,2026-06-07 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""christopher.cortez@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/h.brewer,h.brewer,AIDAPLMBLQGBIYHVNT5PX,123456789012,/,hannah.brewer@corp.nexusai.com,2023-11-10,2026-06-13 00:00:00,2026-06-13 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""hannah.brewer@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/a.coleman,a.coleman,AIDAQEWFSFROGHEXCMVMV,123456789012,/engineering/,alyssa.coleman@corp.nexusai.com,2025-05-14,2026-06-17 00:00:00,2026-06-17 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""alyssa.coleman@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/toddh,toddh,AIDAYNINT36KTM5RMAJ4E,123456789012,/,todd.hardy@corp.nexusai.com,2020-11-17,2026-06-11 00:00:00,2026-06-11 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""todd.hardy@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/t.warren,t.warren,AIDA2PL35YLGZCPKRSEN7,123456789012,/,tiffany.warren@corp.nexusai.com,2020-12-04,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,False,"{""Department"": ""Marketing"", ""Email"": ""tiffany.warren@corp.nexusai.com"", ""CostCenter"": ""Marketing""}"
arn:aws:iam::123456789012:user/justin-garcia,justin-garcia,AIDA5BE5YVZMZCAQHIU57,123456789012,/engineering/,justin.garcia@corp.nexusai.com,2021-05-28,2026-06-08 00:00:00,2026-06-08 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""justin.garcia@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/harrys,harrys,AIDAMFB2BAVMEOGKKC2GU,123456789012,/,harry.smith@corp.nexusai.com,2023-05-27,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""harry.smith@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/terri-tran,terri-tran,AIDA7GKQGUYIVLU6EVB4Y,123456789012,/,terri.tran@corp.nexusai.com,2025-05-17,2026-06-14 00:00:00,2026-06-14 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""terri.tran@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/m.henry,m.henry,AIDA2SBOVVPNDPOYUL4AE,123456789012,/,miranda.henry@corp.nexusai.com,2023-11-20,2026-06-16 00:00:00,2026-06-16 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""miranda.henry@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/j.williams,j.williams,AIDAVI6MJMAAX7Z2ZXY7T,123456789012,/finance/,jack.williams@corp.nexusai.com,2024-11-11,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""jack.williams@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/b.hernandez,b.hernandez,AIDAH4NLMDLMQ24GKFSFY,123456789012,/,brian.hernandez@corp.nexusai.com,2024-07-23,2026-06-19 00:00:00,2026-06-19 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""brian.hernandez@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/k.perez,k.perez,AIDA7ZFW36GYSMJCI7FT5,123456789012,/,krystal.perez@corp.nexusai.com,2021-04-11,2026-06-07 00:00:00,2026-06-07 00:00:00,human,True,False,"{""Department"": ""HR"", ""Email"": ""krystal.perez@corp.nexusai.com"", ""CostCenter"": ""HR""}"
arn:aws:iam::123456789012:user/scott-dalton,scott-dalton,AIDAY3OOQHSFHFVMHXIUY,123456789012,/,scott.dalton@corp.nexusai.com,2022-10-22,2026-06-16 00:00:00,2026-06-16 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""scott.dalton@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/c.lynch,c.lynch,AIDAHR6N7SYDVJNODL7ZT,123456789012,/,christine.lynch@corp.nexusai.com,2020-11-07,2026-06-07 00:00:00,2026-06-07 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""christine.lynch@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/glennj,glennj,AIDA6RGLY63TIGUELZBZ7,123456789012,/security/,glenn.jones@corp.nexusai.com,2023-09-03,2025-07-21 00:00:00,2025-07-21 00:00:00,human,True,True,"{""Department"": ""Security"", ""Email"": ""glenn.jones@corp.nexusai.com"", ""CostCenter"": ""Security""}"
arn:aws:iam::123456789012:user/grace-bradshaw,grace-bradshaw,AIDAYOYGHLT7GWSRGDKUY,123456789012,/engineering/,grace.bradshaw@corp.nexusai.com,2021-10-25,2025-07-09 00:00:00,2025-07-09 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""grace.bradshaw@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/donna-peck,donna-peck,AIDADXP25L4W5SR3OTFT2,123456789012,/,donna.peck@corp.nexusai.com,2021-02-22,2026-06-14 00:00:00,2026-06-14 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""donna.peck@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/margaret-jones,margaret-jones,AIDANTC57DWA5VTWGAWLZ,123456789012,/,margaret.jones@corp.nexusai.com,2021-06-12,2026-06-11 00:00:00,2026-06-11 00:00:00,human,True,False,"{""Department"": ""Executive"", ""Email"": ""margaret.jones@corp.nexusai.com"", ""CostCenter"": ""Executive""}"
arn:aws:iam::123456789012:user/kaitlync,kaitlync,AIDAKM6RH277IUZYIHGBI,123456789012,/,kaitlyn.carroll@corp.nexusai.com,2022-08-13,2026-06-10 00:00:00,2026-06-10 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""kaitlyn.carroll@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/sherri-mason,sherri-mason,AIDADY2TOOV36D3DTHRXR,123456789012,/,,2023-07-02,2026-06-18 00:00:00,2026-06-18 00:00:00,human,True,False,"{""Department"": ""Legal"", ""Email"": ""sherri.mason@corp.nexusai.com"", ""CostCenter"": ""Legal""}"
arn:aws:iam::123456789012:user/stephanie-key,stephanie-key,AIDADAWORLQBGYQN4OURN,123456789012,/engineering/,stephanie.key@corp.nexusai.com,2024-03-04,2026-01-19 00:00:00,2026-01-19 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""stephanie.key@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/emily-adams,emily-adams,AIDAZGIAGYYBHACIPFRJA,123456789012,/engineering/,,2025-01-08,2026-06-08 00:00:00,2026-06-08 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""emily.adams@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/t.pearson,t.pearson,AIDAOBO3YJWSOYH7KHOGS,123456789012,/finance/,thomas.pearson@corp.nexusai.com,2024-10-16,2026-06-11 00:00:00,2026-06-11 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""thomas.pearson@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/m.cook,m.cook,AIDAIHDWXIS5J2PNODIHJ,123456789012,/finance/,,2024-05-11,2026-06-16 00:00:00,2026-06-16 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""michael.cook@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/k.landry,k.landry,AIDAHJDCLKAZ35QTO3KRF,123456789012,/engineering/,,2024-09-01,2026-06-17 00:00:00,2026-06-17 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""keith.landry@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/richardr,richardr,AIDA6CDUFTAWSZMUZWIGV,123456789012,/engineering/,richard.robertson@corp.nexusai.com,2020-10-06,2026-06-14 00:00:00,2026-06-14 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""richard.robertson@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/vanessa-sandoval,vanessa-sandoval,AIDAYPNEJ7GAJTF7G5UKS,123456789012,/finance/,vanessa.sandoval@corp.nexusai.com,2021-11-02,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""vanessa.sandoval@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/davidd,davidd,AIDADF3VTKMW266K3WYAM,123456789012,/engineering/,david.dudley@corp.nexusai.com,2021-08-02,2026-06-15 00:00:00,2026-06-15 00:00:00,human,True,True,"{""Department"": ""Engineering"", ""Email"": ""david.dudley@corp.nexusai.com"", ""CostCenter"": ""Engineering""}"
arn:aws:iam::123456789012:user/c.allen,c.allen,AIDAEJUUAJ5J7UH2QA4I4,123456789012,/,chelsea.allen@corp.nexusai.com,2023-03-19,2026-06-19 00:00:00,2026-06-19 00:00:00,human,True,False,"{""Department"": ""Operations"", ""Email"": ""chelsea.allen@corp.nexusai.com"", ""CostCenter"": ""Operations""}"
arn:aws:iam::123456789012:user/marilyn-jimenez,marilyn-jimenez,AIDAO5YHM6HW52ZAXOSRQ,123456789012,/finance/,marilyn.jimenez@corp.nexusai.com,2025-04-27,2026-06-20 00:00:00,2026-06-20 00:00:00,human,True,False,"{""Department"": ""Finance"", ""Email"": ""marilyn.jimenez@corp.nexusai.com"", ""CostCenter"": ""Finance""}"
arn:aws:iam::123456789012:user/tinas,tinas,AIDAPZMZD3IYLZUK3OGIH,123456789012,/,tina.sanchez@corp.nexusai.com,2022-03-03,2026-06-09 00:00:00,2026-06-09 00:00:00,human,True,False,"{""Department"": ""Marketing"", ""Email"": ""tina.sanchez@corp.nexusai.com"", ""CostCenter"": ""Marketing""}"
arn:aws:iam::123456789012:user/s.romero,s.romero,AIDA4KLTALCHVW6AKQHMB,123456789012,/,sandra.romero@corp.nexusai.com,2021-04-11,2026-06-07 00:00:00,2026-06-07 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""sandra.romero@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/william-hoover,william-hoover,AIDAZBHLU3LWPENXXJUHA,123456789012,/,william.hoover@corp.nexusai.com,2024-06-01,2026-06-12 00:00:00,2026-06-12 00:00:00,human,True,False,"{""Department"": ""Sales"", ""Email"": ""william.hoover@corp.nexusai.com"", ""CostCenter"": ""Sales""}"
arn:aws:iam::123456789012:user/svc-young-use,svc-young-use,AIDAE23UUMMD77CR2HH4K,123456789012,/service/,svc-young-use@corp.nexusai.com,2024-03-26,,2026-06-18 00:00:00,service,False,True,"{""Department"": ""Engineering""}"
arn:aws:iam::123456789012:user/svc-affect-quickly,svc-affect-quickly,AIDAA5SIZCCVBE6G2TRUW,123456789012,/service/,svc-affect-quickly@corp.nexusai.com,2023-05-08,,2026-06-20 00:00:00,service,False,True,"{""Department"": ""Sales""}"
arn:aws:iam::123456789012:user/svc-increase-fire,svc-increase-fire,AIDA57HXGBODAIGU3OKFM,123456789012,/service/,svc-increase-fire@corp.nexusai.com,2025-08-06,,2026-06-18 00:00:00,service,False,True,"{""Department"": ""Operations""}"
