identity_id,ground_truth_anomaly_type,ground_truth_is_anomalous,anomaly_subtype,injection_details
gabriel.parker@corp.nexusai.com,NORMAL,False,,{}
maria.kelley@corp.nexusai.com,NORMAL,False,,{}
chris.mitchell@corp.nexusai.com,NORMAL,False,,{}
sheila.wilson@corp.nexusai.com,NORMAL,False,,{}
richard.oliver@corp.nexusai.com,NORMAL,False,,{}
judy.lambert@corp.nexusai.com,NORMAL,False,,{}
krystal.perez@corp.nexusai.com,NORMAL,False,,{}
debra.gardner@corp.nexusai.com,NORMAL,False,,{}
jeremy.whitehead@corp.nexusai.com,NORMAL,False,,{}
charles.ware@corp.nexusai.com,NORMAL,False,,{}
charles.ellis@corp.nexusai.com,NORMAL,False,,{}
bonnie.kennedy@corp.nexusai.com,NORMAL,False,,{}
kaitlyn.carroll@corp.nexusai.com,NORMAL,False,,{}
harry.smith@corp.nexusai.com,NORMAL,False,,{}
stephen.solis@corp.nexusai.com,NORMAL,False,,{}
justin.garcia@corp.nexusai.com,NORMAL,False,,{}
lisa.smith@corp.nexusai.com,NORMAL,False,,{}
tasha.valencia@corp.nexusai.com,NORMAL,False,,{}
mary.aguilar@corp.nexusai.com,NORMAL,False,,{}
larry.byrd@corp.nexusai.com,NORMAL,False,,{}
daniel.graham@corp.nexusai.com,NORMAL,False,,{}
christopher.hall@corp.nexusai.com,NORMAL,False,,{}
rodney.lewis@corp.nexusai.com,NORMAL,False,,{}
andrew.hernandez@corp.nexusai.com,NORMAL,False,,{}
christopher.lopez@corp.nexusai.com,NORMAL,False,,{}
catherine.dixon@corp.nexusai.com,NORMAL,False,,{}
jesse.benson@corp.nexusai.com,NORMAL,False,,{}
andrew.ryan@corp.nexusai.com,NORMAL,False,,{}
aaron.mitchell@corp.nexusai.com,NORMAL,False,,{}
emily.adams@corp.nexusai.com,NORMAL,False,,{}
david.walker@corp.nexusai.com,NORMAL,False,,{}
scott.dalton@corp.nexusai.com,NORMAL,False,,{}
james.collins@corp.nexusai.com,NORMAL,False,,{}
nicholas.arnold@corp.nexusai.com,NORMAL,False,,{}
scott.lewis@corp.nexusai.com,NORMAL,False,,{}
kyle.ortiz@corp.nexusai.com,NORMAL,False,,{}
jacob.cox@corp.nexusai.com,NORMAL,False,,{}
michael.jones@corp.nexusai.com,NORMAL,False,,{}
amanda.ball@corp.nexusai.com,NORMAL,False,,{}
jeffrey.lawrence@corp.nexusai.com,NORMAL,False,,{}
lisa.evans@corp.nexusai.com,NORMAL,False,,{}
john.garcia@corp.nexusai.com,NORMAL,False,,{}
amber.blair@corp.nexusai.com,NORMAL,False,,{}
matthew.moore@corp.nexusai.com,NORMAL,False,,{}
james.johnson@corp.nexusai.com,NORMAL,False,,{}
alexander.le@corp.nexusai.com,NORMAL,False,,{}
deborah.lynch@corp.nexusai.com,NORMAL,False,,{}
diana.smith@corp.nexusai.com,NORMAL,False,,{}
susan.rogers@corp.nexusai.com,NORMAL,False,,{}
elizabeth.mcmillan@corp.nexusai.com,NORMAL,False,,{}
marcus.cordova@corp.nexusai.com,NORMAL,False,,{}
elizabeth.rivera@corp.nexusai.com,NORMAL,False,,{}
daniel.tran@corp.nexusai.com,NORMAL,False,,{}
patricia.salazar@corp.nexusai.com,NORMAL,False,,{}
kristin.weber@corp.nexusai.com,NORMAL,False,,{}
sandra.romero@corp.nexusai.com,NORMAL,False,,{}
rodney.hill@corp.nexusai.com,NORMAL,False,,{}
mike.moore@corp.nexusai.com,NORMAL,False,,{}
jared.clark@corp.nexusai.com,NORMAL,False,,{}
veronica.bowman@corp.nexusai.com,NORMAL,False,,{}
donna.peck@corp.nexusai.com,NORMAL,False,,{}
mariah.miller@corp.nexusai.com,NORMAL,False,,{}
kimberly.moreno@corp.nexusai.com,NORMAL,False,,{}
heidi.martinez@corp.nexusai.com,NORMAL,False,,{}
spencer.henderson@corp.nexusai.com,NORMAL,False,,{}
nancy.edwards@corp.nexusai.com,NORMAL,False,,{}
amy.gutierrez@corp.nexusai.com,NORMAL,False,,{}
brittney.carter@corp.nexusai.com,NORMAL,False,,{}
amanda.gill@corp.nexusai.com,NORMAL,False,,{}
elizabeth.hodge@corp.nexusai.com,NORMAL,False,,{}
russell.carpenter@corp.nexusai.com,NORMAL,False,,{}
jeffery.wagner@corp.nexusai.com,NORMAL,False,,{}
heather.torres@corp.nexusai.com,NORMAL,False,,{}
christopher.williams@corp.nexusai.com,NORMAL,False,,{}
